"experiment_group","customer_id","customer_name","signup_date","device","total_transaction","total_session"
A,4950,Jeremy Sanchez,"2021-06-03",mobile,709.59,5
A,4954,Larry Lee,"2022-03-17",mobile,42.86,4
B,4959,Kelly Villarreal,"2025-09-04",mobile,1025.51,5
A,4960,Amy Deleon,"2020-10-24",mobile,257.91,4
A,4962,Jamie Freeman,"2024-05-05",mobile,14.02,5
B,4963,Jared Gutierrez,"2024-04-10",mobile,327.14,9
A,4964,Joshua Torres,"2024-10-10",mobile,77.31,3
B,4975,Jordan Carter,"2025-07-26",mobile,335.71,2
B,4977,Stephanie Cooke,"2022-06-09",mobile,325.93,4
B,4981,James Smith,"2020-11-20",mobile,56.54,2
B,4983,Michael West,"2023-01-12",mobile,54.34,6
A,4986,Ashley Jackson MD,"2025-07-05",mobile,495.58,3
B,4989,Lisa Davila,"2022-02-14",mobile,72.63,5
A,4990,Ricky Kennedy,"2020-12-30",mobile,168.84,4
B,4993,Dustin Mata,"2024-01-04",mobile,163.32,5
A,5002,Haley Maxwell,"2023-09-27",mobile,325.37,3
B,5003,Kent Griffin,"2021-09-01",mobile,257.35,4
B,5005,Dwayne Cross,"2023-12-25",mobile,122.42,5
A,5008,Catherine Cohen,"2021-01-06",mobile,54.25,4
A,5010,Jody Miller,"2020-04-17",mobile,629.74,4
A,5012,Matthew Knight,"2020-11-11",mobile,100.36,4
B,5017,Emma Yoder,"2022-11-06",mobile,42.36,5
A,5018,Amanda Bernard,"2024-06-05",mobile,58.72,5
B,5021,Julie Henderson,"2021-08-11",mobile,283.94,4
B,5023,Dennis Russell,"2025-05-20",mobile,199.69,4
A,5026,Sharon Young,"2025-03-27",mobile,67.75,7
A,5032,Sara James,"2021-10-12",mobile,366.83,3
A,5034,Jessica Coleman,"2022-04-17",mobile,37.18,2
B,5035,Fred Patterson,"2022-12-05",mobile,249.26,6
A,5038,Raven Phillips,"2024-11-23",mobile,137.45,2
B,5039,Mark Wood,"2021-04-30",mobile,31.64,3
A,5040,Justin Cunningham,"2020-01-06",mobile,178.95,5
A,5042,Michelle Mendez,"2020-10-15",mobile,39.27,6
B,5045,Courtney Taylor,"2023-04-29",mobile,26.4,4
B,5047,Christopher Boyd,"2023-07-26",mobile,74.35,3
B,5051,Mary Stone,"2024-10-22",mobile,85.46,3
B,5053,Jason Foster,"2020-10-04",mobile,177.22,4
A,5054,Sarah Hall,"2023-12-15",mobile,174.17,4
B,5061,Steven Lowe,"2023-11-20",mobile,155.95,3
B,5065,Mary Nguyen,"2024-11-05",mobile,109.31,3
A,5066,Kerry Tucker,"2021-03-30",mobile,66.17,4
B,5069,Olivia Sanders,"2025-05-26",mobile,23.07,4
A,5070,Martin Bailey,"2023-11-02",mobile,120.53,5
A,5072,Charles Gray,"2022-11-02",mobile,96.78,2
A,5086,Crystal Parker,"2024-08-23",mobile,30.82,3
B,5091,Travis Thornton,"2020-01-22",mobile,625.82,4
A,5092,Victor Quinn,"2022-05-15",mobile,280.01,4
A,5098,Ms. Kimberly Hardy,"2023-09-04",mobile,326.44,5
B,5103,Thomas White,"2021-08-26",mobile,235.25,4
A,5104,Debra Tucker,"2025-03-21",mobile,153.07,3
A,5110,Ashley Walker,"2025-03-15",mobile,216.36,3
B,5115,Elaine Hicks,"2023-05-07",mobile,644.0,4
B,5117,Victor Whitney,"2025-01-06",mobile,415.35,5
B,5119,Candice Jennings,"2020-09-04",mobile,80.69,5
A,5122,Carolyn Ford,"2020-05-27",mobile,122.56,4
B,5125,Andres Vang,"2025-08-10",mobile,55.45,7
A,5130,Heather Bridges,"2020-01-27",mobile,71.73,4
B,5131,Michael Butler,"2023-01-07",mobile,273.7,2
A,5132,Mary Clark,"2021-05-16",mobile,44.27,3
B,5133,Danny Warner,"2024-02-15",mobile,558.97,5
A,5134,Michele Adams,"2022-05-13",mobile,143.75,2
B,5137,Hunter Elliott,"2022-06-10",mobile,182.15,5
A,5140,Melissa Stafford,"2020-09-06",mobile,30.76,5
B,5143,George Schmidt,"2021-12-07",mobile,202.1,4
A,5148,Amy Flores,"2025-08-13",mobile,451.51,6
B,5153,Steven Burns,"2020-06-24",mobile,136.92,2
B,5155,Nicole Stanley,"2022-11-11",mobile,66.62,5
A,5160,Gina Thornton,"2020-09-09",mobile,332.19,4
A,5162,William Robinson,"2020-09-01",mobile,36.81,3
A,5164,Brian Scott,"2020-03-08",mobile,664.56,4
B,5165,Michael Bates,"2024-07-16",mobile,67.78,2
A,5166,Taylor Clark,"2023-10-11",mobile,203.82,4
B,5171,Angela Burnett,"2020-07-22",mobile,281.6,2
A,5172,Christopher Macdonald,"2020-10-23",mobile,31.51,3
B,5175,Kaitlyn Walls,"2020-09-16",mobile,144.51,4
B,5177,Laura Hunter,"2023-12-05",mobile,78.9,5
A,5178,John Hutchinson,"2021-01-09",mobile,30.9,3
B,5185,Tony Stevens,"2020-05-19",mobile,82.71,2
B,5187,Glenn Wells,"2022-07-22",mobile,31.42,2
A,5188,James Patterson MD,"2021-10-17",mobile,424.38,3
B,5189,Erica Gomez,"2025-05-31",mobile,106.16,2
A,5190,Christopher Griffin MD,"2020-09-01",mobile,47.0,4
A,5194,Matthew Zamora,"2022-03-28",mobile,40.78,2
A,5198,Rose Torres,"2024-04-21",mobile,140.84,4
A,5200,Monica Griffin,"2025-10-06",mobile,298.46,5
B,5201,Mary Gallagher,"2020-10-14",mobile,60.4,5
B,5203,Erin Lloyd,"2021-12-22",mobile,38.79,3
B,5205,Lisa Gardner,"2023-07-14",mobile,119.53,2
A,5212,Aaron Stanton,"2023-10-23",mobile,189.02,2
B,5213,Erika Ramos,"2023-05-27",mobile,235.0,5
A,5220,Stacey King,"2020-05-12",mobile,12.73,2
B,5223,Travis Robbins,"2020-01-05",mobile,51.44,6
A,5226,Susan Jacobs,"2024-06-03",mobile,185.49,3
B,5229,Francisco Taylor,"2022-08-14",mobile,241.72,6
A,5234,Megan Gibbs,"2023-07-14",mobile,184.34,6
A,5248,Christopher Mcdaniel,"2021-01-15",mobile,119.93,5
A,5250,Courtney Flynn,"2022-01-19",mobile,311.93,3
B,5271,Rodney Macias,"2020-10-17",mobile,15.82,2
B,5279,Holly Williams,"2020-11-07",mobile,537.21,3
A,5280,Karen Cunningham,"2020-05-21",mobile,672.77,6
B,5293,Aaron Edwards,"2022-08-20",mobile,29.44,3
A,5294,Alan Gibson,"2025-06-12",mobile,183.17,4
B,5297,David Martin,"2025-07-15",mobile,164.67,6
B,5299,Jennifer Richardson,"2020-08-22",mobile,126.6,4
B,5301,Michael Nguyen,"2023-05-05",mobile,61.79,3
A,5304,Wesley Cruz,"2024-10-14",mobile,255.94,2
A,5306,Valerie Snow,"2023-04-01",mobile,156.31,4
A,5310,Brian Franco,"2021-04-04",mobile,167.13,3
B,5317,Jessica Brown,"2025-08-02",mobile,291.2,4
A,5318,Troy Lee,"2024-06-15",mobile,275.42,8
A,5326,Joy Weeks,"2022-09-19",mobile,106.91,3
A,5328,Kelly Johnson,"2025-05-17",mobile,120.42,3
B,5331,Molly Gonzalez,"2020-10-25",mobile,190.56,6
A,5338,Taylor Morgan,"2020-08-22",mobile,54.13,4
B,5339,Jeremy Hogan,"2022-06-21",mobile,411.61,4
B,5341,April Chan,"2024-09-03",mobile,86.28,4
B,5357,Roberto Allen,"2025-08-07",mobile,110.31,9
A,5358,Tina Haas,"2023-08-23",mobile,441.69,4
B,5359,Christopher Johnson,"2024-02-01",mobile,96.1,5
A,5362,Barbara Vargas,"2024-11-02",mobile,193.43,5
A,5364,Amy Stokes,"2025-08-19",mobile,278.39,3
B,5365,Edward Mcdonald,"2024-06-27",mobile,99.05,3
B,5367,Logan Nelson,"2025-05-06",mobile,15.01,2
A,5370,Barry Cisneros,"2022-03-30",mobile,412.3,4
B,5371,Mary Hendricks,"2023-09-22",mobile,195.53,5
A,5374,Olivia Gilbert,"2023-05-17",mobile,823.67,8
B,5375,Harold Luna,"2022-01-03",mobile,313.61,5
B,5377,Tamara Henderson,"2021-01-31",mobile,444.26,5
B,5381,Stephanie Green,"2025-08-28",mobile,81.6,4
B,5391,Barry Tucker,"2023-01-25",mobile,748.77,3
A,5392,Jonathan Stephens,"2025-06-25",mobile,175.32,9
B,5401,Anne Guerrero,"2025-06-16",mobile,218.32,6
A,5402,Lindsey Kennedy,"2020-03-06",mobile,307.77,6
B,5405,Tonya Byrd,"2024-05-05",mobile,64.29,3
B,5411,Jose Moore,"2024-04-01",mobile,100.29,6
B,5413,Kimberly Harvey,"2021-11-30",mobile,87.0,6
B,5415,Stephanie Johnson,"2022-07-01",mobile,370.65,5
A,5416,Mariah Duncan,"2020-06-06",mobile,184.77,2
A,5418,Alexandria Dixon,"2022-11-19",mobile,39.25,4
B,5419,Timothy Russell,"2020-12-28",mobile,290.41,5
A,5420,Matthew Curtis,"2020-07-28",mobile,136.68,6
B,5421,Katie Bailey,"2022-07-13",mobile,54.88,3
B,5423,Jacqueline Lozano,"2020-03-23",mobile,53.96,2
A,5424,Charles Roberts,"2022-09-10",mobile,32.05,5
B,5427,David Phillips,"2022-11-22",mobile,543.59,7
B,5431,Daniel Christensen,"2025-03-21",mobile,201.26,2
A,5434,Todd Jones,"2022-07-08",mobile,181.65,5
B,5435,Ms. Renee Murray,"2020-12-15",mobile,221.65,7
A,5438,Sonya Schneider,"2021-06-21",mobile,269.78,6
A,5446,Robert Martinez,"2022-10-11",mobile,277.65,3
B,5447,Dale Patton,"2025-05-25",mobile,78.93,5
A,5448,Cory Long,"2024-02-08",mobile,57.64,3
A,5450,Terry Miller,"2021-08-09",mobile,719.62,6
B,5455,Lori Andrade,"2025-03-10",mobile,279.24,3
B,5459,Brett Keller,"2022-08-21",mobile,245.12,6
A,5460,Paula Johnson,"2022-09-21",mobile,205.65,2
A,5462,Darren Ruiz,"2025-08-08",mobile,56.78,4
B,5463,Charles Schaefer,"2020-06-15",mobile,205.55,5
A,5464,Eileen Grimes MD,"2024-11-16",mobile,28.87,2
B,5467,Randy Nguyen,"2021-04-19",mobile,128.71,6
A,5476,Seth Mercado,"2022-02-27",mobile,132.54,2
B,5481,Joan Fitzpatrick,"2025-06-28",mobile,236.78,3
A,5484,Michael Porter,"2020-03-08",mobile,179.26,2
B,5487,Anna Charles,"2024-04-10",mobile,59.49,5
B,5489,James Mccarthy,"2022-01-10",mobile,160.17,4
A,5498,Wendy Leblanc,"2024-03-11",mobile,781.03,3
B,5505,Ricky Barr,"2024-04-29",mobile,374.38,2
A,5506,Brittany Lopez,"2022-01-02",mobile,401.8,3
A,5508,Theresa Hardin,"2022-03-09",mobile,39.78,4
B,5511,Gerald Clark,"2024-08-26",mobile,94.91,5
A,5512,Lisa Morales,"2021-02-19",mobile,54.63,3
A,5518,Karen Rogers,"2024-11-21",mobile,373.98,2
B,5519,Rebecca Smith,"2020-03-18",mobile,17.93,4
A,5520,Christopher Scott,"2024-11-19",mobile,47.28,2
B,5523,Chris Crane,"2022-03-14",mobile,137.26,5
B,5527,Jennifer Miles,"2023-09-29",mobile,254.94,5
B,5531,Benjamin Gomez,"2024-12-18",mobile,193.9,4
B,5533,Helen Parsons,"2025-07-12",mobile,21.48,4
B,5535,Ricky Holt,"2023-05-01",mobile,116.75,5
B,5537,Brianna Boyer DDS,"2022-05-26",mobile,118.42,3
B,5545,Joshua Ashley,"2024-10-14",mobile,237.78,5
A,5558,Julie Peterson,"2025-04-18",mobile,78.75,3
B,5565,Kevin Duffy,"2021-03-07",mobile,419.09,4
A,5570,Laura Russell,"2023-09-20",mobile,412.72,8
B,5575,Taylor Neal,"2024-06-11",mobile,181.19,4
A,5576,Randy Galvan,"2022-05-07",mobile,219.44,6
A,5578,Aaron Banks,"2022-08-12",mobile,324.83,5
A,5580,Terry Turner,"2025-07-31",mobile,253.98,4
B,5581,Patricia Miller,"2022-07-13",mobile,51.57,4
A,5582,Jeremiah Higgins,"2025-02-19",mobile,54.43,2
A,5584,Eric Peters,"2022-09-29",mobile,216.39,4
A,5586,Alicia Lin,"2025-04-08",mobile,78.03,8
A,5588,Chelsea Fuentes,"2022-03-29",mobile,202.45,3
B,5591,Derrick Boyer,"2021-02-21",mobile,72.25,3
A,5592,Margaret Wells,"2020-10-12",mobile,904.57,4
B,5593,Linda Bates,"2022-10-29",mobile,85.94,3
B,5601,Ryan Underwood,"2023-11-23",mobile,301.27,6
A,5604,Robert Rios,"2023-03-04",mobile,113.6,2
B,5605,Curtis Johnson,"2025-09-06",mobile,464.48,7
A,5608,Wendy Howard,"2023-02-15",mobile,282.87,4
B,5609,Todd Martinez,"2025-08-07",mobile,20.86,4
B,5615,Alexander Lawson,"2025-08-01",mobile,33.31,2
B,5619,Eric Roth,"2025-05-04",mobile,14.22,4
B,5633,Kevin Ortiz,"2023-04-05",mobile,223.09,9
A,5634,Courtney Miranda,"2021-09-26",mobile,589.46,7
B,5637,Eric Young MD,"2021-12-30",mobile,117.07,6
B,5641,Rebecca Hernandez,"2025-10-02",mobile,361.51,6
A,5652,Victor Martin,"2021-05-23",mobile,239.06,4
B,5655,Sara Hopkins,"2020-12-21",mobile,189.14,4
A,5656,Amber Larson,"2024-03-07",mobile,190.21,8
B,5657,Kimberly Mcdonald,"2021-09-14",mobile,60.03,3
A,5658,Matthew Aguilar,"2021-10-30",mobile,49.89,6
B,5659,Evan Morgan,"2020-03-15",mobile,204.33,3
B,5661,Jesus Scott,"2021-11-04",mobile,57.76,4
B,5663,Emily Velazquez,"2023-11-20",mobile,67.39,4
B,5667,Tracey Adams,"2020-12-05",mobile,10.64,4
B,5669,Ryan Williams,"2023-06-11",mobile,60.9,3
B,5671,Julie King,"2022-07-19",mobile,191.4,4
B,5675,Joseph Wilson,"2025-10-04",mobile,136.1,3
B,5683,Donald Parker,"2021-12-30",mobile,798.61,3
A,5686,Emma Martin,"2021-01-23",mobile,588.62,7
A,5690,Patricia Robinson,"2021-12-02",mobile,451.14,6
B,5693,Kelli Hernandez,"2025-07-22",mobile,224.91,6
A,5694,Mary West PhD,"2024-01-11",mobile,319.2,10
A,5696,Travis Russo,"2024-01-10",mobile,296.48,3
B,5697,Brandon Murray,"2025-07-22",mobile,299.1,3
A,5702,Patrick Flynn,"2021-06-12",mobile,330.18,4
A,5704,Katherine Aguilar,"2023-05-28",mobile,374.86,4
B,5705,Sharon Phillips,"2022-12-08",mobile,64.91,5
A,5706,John Wheeler,"2021-07-24",mobile,104.23,3
B,5707,Bobby Taylor,"2022-04-28",mobile,46.92,3
A,5708,Dominique Ward,"2022-06-03",mobile,24.77,3
A,5710,Robert Preston,"2022-07-20",mobile,316.19,6
A,5712,Harold York,"2020-04-02",mobile,324.63,5
B,5715,Henry Morris,"2024-08-22",mobile,228.88,2
A,5716,James Smith,"2023-01-02",mobile,75.26,2
A,5718,Terri Fuller,"2020-05-28",mobile,32.47,6
A,5724,Jason Shaw,"2023-10-31",mobile,166.13,2
A,5732,Charles Wilson,"2023-03-11",mobile,108.66,3
B,5733,Kayla Newman,"2023-06-06",mobile,239.78,3
B,5741,Susan Davis,"2023-12-01",mobile,175.5,7
A,5744,Lacey Gomez,"2025-04-19",mobile,404.0,7
B,5745,Shannon Wong,"2023-03-08",mobile,316.26,4
B,5751,Megan Hall,"2022-11-11",mobile,122.3,3
A,5752,Curtis Wright,"2020-11-15",mobile,527.03,5
B,5755,Crystal Allen,"2024-09-07",mobile,42.22,4
A,5756,Samantha Blake,"2024-05-16",mobile,376.12,3
B,5757,Hannah Frost,"2022-12-11",mobile,84.12,5
B,5759,Anthony Gonzalez,"2023-01-23",mobile,449.18,4
A,5762,William Smith,"2021-04-20",mobile,207.32,7
B,5763,Emma French,"2024-12-30",mobile,74.3,2
B,5767,Joshua Farmer,"2020-07-21",mobile,283.43,6
A,5768,Mark Baxter,"2021-05-06",mobile,614.53,4
B,5771,Melissa Dennis,"2022-10-21",mobile,65.71,6
A,5772,Lisa Martinez,"2020-07-11",mobile,551.04,4
B,5773,Brian Price,"2020-03-09",mobile,18.52,2
A,5778,Johnny Yang,"2023-07-14",mobile,486.87,5
B,5779,Jacob Freeman,"2021-10-16",mobile,179.28,2
A,5780,Becky Brown PhD,"2024-05-14",mobile,47.09,3
B,5783,Katie Huffman,"2023-07-10",mobile,70.45,4
B,5785,Victoria Flores,"2022-05-01",mobile,122.09,3
A,5786,Anna Ramos,"2023-12-20",mobile,455.48,5
A,5790,Victoria Adams,"2022-04-13",mobile,252.22,3
B,5791,Jonathan Berry,"2022-05-07",mobile,365.98,2
A,5794,John Hamilton,"2023-10-07",mobile,442.9,3
A,5800,Megan Jones,"2024-11-01",mobile,160.76,4
B,5801,Joseph Ortiz,"2023-07-04",mobile,180.09,6
A,5806,Amanda Harvey,"2022-03-12",mobile,174.7,5
B,5807,Brent Hays,"2021-03-12",mobile,102.16,2
A,5810,Phillip Meyer,"2022-08-24",mobile,45.61,4
B,5811,Aaron Herrera,"2025-04-19",mobile,186.87,2
A,5812,Kelsey Garcia,"2020-04-12",mobile,105.58,3
A,5816,Katherine Rodriguez,"2024-12-29",mobile,41.24,3
B,5817,Amy Sanchez,"2025-05-29",mobile,55.23,3
A,5820,Tiffany Barrera,"2022-06-19",mobile,91.67,3
B,5821,Jason Tran,"2024-12-14",mobile,316.26,4
B,5823,Jasmine Benitez,"2024-09-13",mobile,25.73,3
A,5826,Kimberly Jones,"2023-09-08",mobile,363.84,4
A,5828,Erika Santiago,"2021-09-14",mobile,87.26,5
B,5831,Linda Lawson,"2023-08-28",mobile,15.43,2
B,5833,Adam Benitez,"2020-11-18",mobile,141.23,4
A,5836,Valerie Sanchez,"2022-12-11",mobile,330.18,6
B,5847,Laura Clark,"2020-04-04",mobile,75.76,3
A,5848,Michelle Henson,"2021-05-02",mobile,277.38,6
A,5850,Charlene Gomez,"2021-09-22",mobile,123.84,5
A,5854,Maria Lopez,"2021-11-16",mobile,32.91,7
B,5855,Crystal Davis,"2020-05-23",mobile,147.51,8
A,5856,David Sanchez,"2023-04-03",mobile,58.88,3
B,5857,Jennifer Berger,"2021-09-08",mobile,11.75,2
A,5858,Ashlee Cook,"2023-04-01",mobile,100.48,2
B,5859,Emily Padilla,"2021-01-28",mobile,22.22,2
B,5865,Robert Schmidt,"2023-12-02",mobile,827.12,5
A,5866,Mark Davis,"2025-08-05",mobile,176.19,4
A,5868,Thomas Wood,"2020-10-06",mobile,154.02,3
B,5869,Kathleen Allen,"2020-03-05",mobile,46.81,3
B,5871,Gregory Johnston,"2021-07-25",mobile,12.37,4
B,5873,Matthew Green,"2021-09-25",mobile,236.25,4
A,5880,Levi Hobbs,"2023-06-03",mobile,131.12,5
A,5886,Debra Perez,"2020-06-04",mobile,162.31,3
B,5887,Mark Herrera,"2022-12-22",mobile,176.52,3
A,5888,Duane Keller,"2023-07-11",mobile,160.98,2
B,5891,Oscar Todd,"2021-12-25",mobile,136.7,3
B,5893,Rebekah Jones,"2022-12-09",mobile,60.21,4
B,5895,Megan Miller,"2020-04-01",mobile,151.48,4
B,5899,Patricia Hood,"2025-01-27",mobile,162.1,8
B,5901,Jasmine Bell,"2022-09-29",mobile,363.29,4
B,5903,Shawna Turner,"2020-04-18",mobile,242.24,4
B,5911,Teresa Reyes,"2021-05-18",mobile,149.4,4
B,5913,Brandy Patterson,"2023-02-09",mobile,79.45,3
B,5915,Jaime Mcgrath,"2021-11-28",mobile,22.24,4
B,5917,Diana Taylor,"2023-01-11",mobile,161.66,3
B,5919,Susan Sanders,"2022-11-21",mobile,119.9,2
B,5925,Anthony Moses,"2024-11-03",mobile,592.55,6
A,5926,Terry Anderson,"2020-10-12",mobile,276.24,5
B,5929,Sandra Dean,"2023-08-08",mobile,35.7,4
A,5934,Christine Lewis,"2020-01-19",mobile,70.01,3
A,5946,Alexis Shaw,"2023-07-03",mobile,485.06,4
A,5950,Daisy Hicks,"2022-04-26",mobile,108.94,5
B,5955,Douglas Smith,"2022-10-21",mobile,222.37,5
B,5959,Jacob Chambers,"2024-02-12",mobile,325.75,4
A,5960,Kenneth Berry,"2021-09-08",mobile,160.96,3
A,5962,Bryan Combs,"2022-06-29",mobile,41.76,2
B,5963,Chris George,"2022-09-23",mobile,326.08,3
A,5968,Garrett Hines,"2024-01-17",mobile,103.14,5
B,5969,Lisa Williams,"2023-03-21",mobile,203.71,6
B,5971,David Wade,"2024-02-29",mobile,305.55,5
A,5972,Charles Jenkins,"2020-09-15",mobile,135.34,2
B,5977,Terry Roman,"2023-07-18",mobile,223.55,4
B,5987,Edward Lopez,"2022-12-27",mobile,676.71,5
A,5990,Scott Wright,"2021-06-28",mobile,74.16,3
B,5991,Taylor Compton,"2020-01-08",mobile,260.81,3
A,5992,Penny Pierce,"2024-11-28",mobile,192.89,2
A,5996,Michele Golden,"2024-11-27",mobile,55.3,3
B,5997,Frank Cox,"2025-07-01",mobile,100.07,4
A,5998,Diana Miller,"2023-06-30",mobile,318.84,5
B,5999,Andrew Hampton,"2024-05-26",mobile,32.07,3
A,6006,Aaron Garcia,"2021-01-27",mobile,39.99,3
B,6009,Richard Cervantes,"2023-06-16",mobile,115.34,5
A,6010,Peter Johnson,"2021-06-23",mobile,114.62,6
A,6012,Melissa Rogers,"2021-02-16",mobile,89.67,2
B,6013,Kaylee Harvey,"2023-11-13",mobile,1028.03,5
A,6020,Gregory Skinner,"2023-06-06",mobile,122.53,4
B,6021,Cheyenne Wagner MD,"2022-10-03",mobile,140.76,6
B,6025,Mr. Robert Young,"2022-02-21",mobile,74.85,7
A,6028,Daniel Robertson,"2020-07-01",mobile,42.32,4
A,6032,Victoria Sherman,"2020-09-07",mobile,272.46,2
B,6035,Jason Jordan,"2020-01-22",mobile,161.24,3
B,6041,Cynthia King,"2020-12-15",mobile,259.03,4
B,6043,Curtis Rogers,"2023-04-29",mobile,677.88,7
A,6044,Benjamin Tran,"2020-05-11",mobile,563.0,6
B,6045,Amy Campbell,"2024-04-20",mobile,487.37,2
A,6048,Adam Wilson,"2020-05-01",mobile,194.74,3
A,6052,Timothy Fletcher,"2025-07-04",mobile,115.13,7
B,6057,Ryan Hess,"2021-08-01",mobile,40.58,5
A,6060,Cynthia Mccann,"2023-05-10",mobile,25.85,2
A,6064,Jason Taylor,"2021-02-16",mobile,22.89,4
B,6069,Allison Beard,"2022-12-14",mobile,70.12,7
B,6071,Benjamin Ellis,"2020-04-06",mobile,273.54,3
B,6073,Jacob Bailey DVM,"2025-05-28",mobile,383.01,2
A,6082,Allen Bates,"2022-07-27",mobile,116.15,4
A,6084,Richard Patel,"2025-05-20",mobile,274.16,5
B,6087,Sabrina Brock,"2021-03-14",mobile,210.29,3
A,6090,Dustin Rangel,"2021-12-20",mobile,167.31,5
B,6097,Patricia Rice,"2023-04-01",mobile,75.46,6
A,6106,Robin Arnold,"2022-10-29",mobile,54.65,4
A,6108,Annette Stewart,"2023-12-01",mobile,49.43,5
A,6112,David Brown,"2025-07-08",mobile,242.24,3
A,6116,Chloe Evans,"2024-07-30",mobile,155.38,3
B,6117,Rebecca Bryan,"2020-07-15",mobile,83.61,3
A,6122,Heather Chen,"2021-02-01",mobile,395.67,3
A,6126,Curtis Smith,"2021-10-06",mobile,299.26,3
B,6127,Carla Atkins,"2021-03-18",mobile,263.89,3
A,6128,James Martin,"2023-06-01",mobile,119.42,5
A,6130,Eric Lawrence,"2025-03-08",mobile,516.35,4
B,6131,Caitlin Davis,"2024-11-29",mobile,271.19,8
A,6132,Donna Cobb,"2021-02-12",mobile,227.76,6
B,6133,Kaitlyn Powell,"2024-05-02",mobile,809.93,4
B,6139,Sarah Campbell,"2020-01-07",mobile,38.07,3
A,6144,Christina Bishop,"2021-05-19",mobile,345.33,4
B,6145,Kristin Lee,"2020-09-03",mobile,343.07,4
A,6146,Mrs. Mary Robbins,"2025-02-18",mobile,10.91,3
A,6154,Kathleen Brown,"2024-05-01",mobile,149.29,7
A,6156,John Rasmussen,"2024-12-26",mobile,106.49,4
B,6157,Kathleen Wyatt,"2022-05-01",mobile,60.04,2
B,6159,Diana Nelson,"2025-04-28",mobile,299.99,3
A,6160,Bradley Morales,"2022-10-05",mobile,50.66,4
B,6165,Misty Robles,"2025-04-11",mobile,158.0,3
A,6166,Betty Evans,"2023-03-12",mobile,615.91,6
B,6167,Isaac Hays,"2024-02-02",mobile,18.19,4
A,6168,Nancy Vasquez,"2023-02-18",mobile,177.26,3
B,6169,Lauren Sawyer,"2023-02-28",mobile,21.48,4
A,6170,Michael Roberson,"2021-05-29",mobile,14.56,3
A,6176,Michelle Bush,"2024-11-26",mobile,457.33,5
B,6179,Jenna Perry,"2023-07-17",mobile,194.83,4
B,6185,Kristine Gardner,"2025-08-23",mobile,279.09,7
B,6187,Karen Berry,"2022-10-08",mobile,160.38,3
B,6193,Jeffrey Steele,"2020-07-27",mobile,325.03,8
B,6199,Crystal Moore,"2020-06-22",mobile,95.11,2
A,6200,Holly Blair,"2021-06-24",mobile,78.14,4
B,6201,Justin May,"2023-02-22",mobile,89.6,2
A,6204,Christopher Gillespie,"2020-01-23",mobile,174.56,7
A,6212,Karen Wilson,"2021-05-20",mobile,364.3,5
A,6216,Richard Vasquez,"2023-05-29",mobile,524.09,3
B,6219,Jennifer Montes,"2023-06-22",mobile,44.8,3
A,6220,Kelli Francis,"2023-11-15",mobile,899.78,5
B,6221,Jennifer Chandler,"2020-08-11",mobile,84.08,5
B,6225,Dr. Jennifer Becker,"2021-06-05",mobile,60.41,3
B,6227,Richard Hill,"2022-10-04",mobile,112.95,4
B,6231,James Williamson,"2025-06-13",mobile,134.92,5
B,6237,Patrick White,"2021-11-22",mobile,243.81,6
A,6238,Andrew Stone,"2022-02-05",mobile,34.32,4
B,6239,Maria Payne,"2022-11-27",mobile,189.61,2
A,6240,Devin White,"2024-06-28",mobile,326.34,9
A,6242,Jackson Maxwell,"2023-05-08",mobile,1470.33,10
B,6247,Steven Coleman,"2024-10-29",mobile,237.6,2
A,6248,Kevin Moore,"2025-08-24",mobile,15.53,4
B,6249,Nathaniel Perkins,"2024-04-29",mobile,53.52,9
B,6251,Gina Ramirez,"2023-12-11",mobile,496.07,7
B,6255,Kelly Alexander,"2020-10-30",mobile,17.28,4
B,6263,Krista Green,"2021-07-25",mobile,387.48,3
A,6264,Billy Harrison,"2022-06-23",mobile,16.33,2
A,6280,Steven Hernandez,"2022-07-21",mobile,152.06,3
B,6281,Trevor Stewart,"2024-02-28",mobile,255.49,5
A,6282,Derek Mitchell,"2024-05-21",mobile,10.57,4
B,6283,Rodney Cunningham,"2024-07-06",mobile,129.12,5
B,6287,Michael Allen,"2020-08-16",mobile,341.42,7
B,6289,John Blevins,"2021-11-04",mobile,17.78,6
A,6290,Michael Jones,"2025-02-01",mobile,101.03,5
B,6291,Daniel Campos,"2023-09-05",mobile,17.93,3
A,6292,Jacob Riley,"2021-03-02",mobile,456.67,4
B,6293,David Mays,"2021-09-02",mobile,868.42,5
B,6295,Kelly Baker,"2025-07-04",mobile,36.7,3
A,6296,Marcus Kirby,"2025-01-12",mobile,362.46,7
A,6298,Teresa Murphy,"2020-09-20",mobile,23.3,3
B,6299,Chad Hernandez,"2021-08-17",mobile,62.96,6
B,6305,Andrew Jackson,"2024-05-16",mobile,63.5,4
A,6308,Jacob Barnes,"2022-06-30",mobile,73.66,5
B,6309,William Donaldson,"2021-08-15",mobile,46.43,3
B,6311,Michael Hernandez,"2023-06-06",mobile,150.01,6
A,6312,Michael Kane,"2022-09-01",mobile,164.62,3
A,6316,Carla Roberts,"2020-01-28",mobile,293.85,2
A,6324,Austin Neal,"2021-08-08",mobile,56.04,7
A,6330,Tyler Pham,"2020-05-01",mobile,249.08,4
A,6332,Leon Williams,"2024-06-09",mobile,162.73,2
A,6334,Michael Rodriguez,"2022-04-19",mobile,329.51,5
